Date,Ward,No_confirmed_cases,
9-Sep-2020,Kothrud-Bavdhan,6677,
9-Sep-2020,Warje-Karvenagar,7912,
9-Sep-2020,Sinhagad Road,7784,
9-Sep-2020,Dhankawadi-Sahakarnagar,10072,
9-Sep-2020,Kondhwa-Yewalewadi,5022,
9-Sep-2020,Shivajinagar-Ghole Road,4576,
9-Sep-2020,Kasba-Vishrambagwada,8657,
9-Sep-2020,Bhawani Peth,5227,
9-Sep-2020,Bibwewadi,6861,
9-Sep-2020,Dhole Patil,6082,
9-Sep-2020,Wanawadi-Ramtekdi,4480,
9-Sep-2020,Hadapsar-Mundhawa,10397,
9-Sep-2020,Yerwada-Kalas-Dhanori,6386,
9-Sep-2020,Nagar Road-Wadgaonsheri,8016,
10-Sep-2020,Aundh-Baner,4808,
10-Sep-2020,Kothrud-Bavdhan,6813,
10-Sep-2020,Warje-Karvenagar,8075,
10-Sep-2020,Sinhagad Road,7912,
10-Sep-2020,Dhankawadi-Sahakarnagar,10233,
10-Sep-2020,Kondhwa-Yewalewadi,5112,
10-Sep-2020,Shivajinagar-Ghole Road,4638,
10-Sep-2020,Kasba-Vishrambagwada,8895,
10-Sep-2020,Bhawani Peth,5349,
10-Sep-2020,Bibwewadi,6992,
10-Sep-2020,Dhole Patil,6134,
10-Sep-2020,Wanawadi-Ramtekdi,4495,
10-Sep-2020,Hadapsar-Mundhawa,10596,
10-Sep-2020,Yerwada-Kalas-Dhanori,6462,
10-Sep-2020,Nagar Road-Wadgaonsheri,8143,
11-Sep-2020,Aundh-Baner,4939,
11-Sep-2020,Kothrud-Bavdhan,6974,
11-Sep-2020,Warje-Karvenagar,8306,
11-Sep-2020,Sinhagad Road,8109,
11-Sep-2020,Dhankawadi-Sahakarnagar,10379,
11-Sep-2020,Kondhwa-Yewalewadi,5195,
11-Sep-2020,Shivajinagar-Ghole Road,4710,
11-Sep-2020,Kasba-Vishrambagwada,9036,
11-Sep-2020,Bhawani Peth,5429,
11-Sep-2020,Bibwewadi,7078,
11-Sep-2020,Dhole Patil,6189,
11-Sep-2020,Wanawadi-Ramtekdi,4570,
11-Sep-2020,Hadapsar-Mundhawa,10755,
11-Sep-2020,Yerwada-Kalas-Dhanori,6539,
11-Sep-2020,Nagar Road-Wadgaonsheri,8296,
12-Sep-2020,Aundh-Baner,5023,
12-Sep-2020,Kothrud-Bavdhan,7121,
12-Sep-2020,Warje-Karvenagar,8457,
12-Sep-2020,Sinhagad Road,8267,
12-Sep-2020,Dhankawadi-Sahakarnagar,10612,
12-Sep-2020,Kondhwa-Yewalewadi,5265,
12-Sep-2020,Shivajinagar-Ghole Road,4790,
12-Sep-2020,Kasba-Vishrambagwada,9186,
12-Sep-2020,Bhawani Peth,5528,
12-Sep-2020,Bibwewadi,7192,
12-Sep-2020,Dhole Patil,6232,
12-Sep-2020,Wanawadi-Ramtekdi,4635,
12-Sep-2020,Hadapsar-Mundhawa,10935,
12-Sep-2020,Yerwada-Kalas-Dhanori,6606,
12-Sep-2020,Nagar Road-Wadgaonsheri,8456,
